,INSTITUICAO_ENSINO_ALUNO,IDADE_ALUNO,ANOS_PM,PONTO_VIRADA,INDE,INDE_CONCEITO,PEDRA,DESTAQUE_IEG,DESTAQUE_IDA,DESTAQUE_IPV,IAA,IEG,IPS,IDA,IPP,IPV,IAN,NOME,ANO,FASE,TURMA,REC_EQUIPE_4,CF,REC_AVA_3,CG,REC_AVA_1,REC_EQUIPE_2,BOLSISTA,REC_AVA_2,NIVEL_IDEAL,ANO_INGRESSO,REC_EQUIPE_1,REC_EQUIPE_3,REC_AVA_4,QTD_AVAL,DEFASAGEM,SINALIZADOR_INGRESSANTE,INDICADO_BOLSA,CT,NOTA_PORT,NOTA_MAT,NOTA_ING
1319,,,,,,,,,,,,,,,,,,ALUNO-1320,2020,,,,,,,,,,,,,,,,,,,,,,,
1320,,,,,,,,,,,,,,,,,,ALUNO-1321,2020,,,,,,,,,,,,,,,,,,,,,,,
1321,,,,,,,,,,,,,,,,,,ALUNO-1322,2020,,,,,,,,,,,,,,,,,,,,,,,
1322,Escola Pública,10,1,Não,8.049168666666667,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000020000000001,9.1,4.375,10,7.916666666666668,8,5,ALUNO-1323,2020,1,N,,,,,,,,,,,,,,,,,,,,,
1323,Escola Pública,10,2,Não,8.000835333333335,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000020000000001,7.9,7.5,10,7.708333333333334,7.5,5,ALUNO-1324,2020,1,K,,,,,,,,,,,,,,,,,,,,,
1324,Escola Pública,13,2,Não,5.3245830000000005,D,Quartzo,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,6.91668,8.3,5,0,6.5625,6.583325,5,ALUNO-1325,2020,2,M,,,,,,,,,,,,,,,,,,,,,
1325,,,,,,,,,,,,,,,,,,ALUNO-1326,2020,,,,,,,,,,,,,,,,,,,,,,,
1326,,,,,,,,,,,,,,,,,,ALUNO-1327,2020,,,,,,,,,,,,,,,,,,,,,,,
1327,Rede Decisão/União,10,3,Sim,7.285836,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.500020000000001,8.7,7.5,1.5,8.125,8.66667,10,ALUNO-1328,2020,2,G,,,,,,,,,,,,,,,,,,,,,
1328,,,,,,,,,,,,,,,,,,ALUNO-1329,2020,,,,,,,,,,,,,,,,,,,,,,,
1329,,,,,,,,,,,,,,,,,,ALUNO-1330,2020,,,,,,,,,,,,,,,,,,,,,,,
1330,,,,,,,,,,,,,,,,,,ALUNO-1331,2020,,,,,,,,,,,,,,,,,,,,,,,
1331,,,,,,,,,,,,,,,,,,ALUNO-1332,2020,,,,,,,,,,,,,,,,,,,,,,,
1332,,,,,,,,,,,,,,,,,,ALUNO-1333,2020,,,,,,,,,,,,,,,,,,,,,,,
1333,,,,,,,,,,,,,,,,,,ALUNO-1334,2020,,,,,,,,,,,,,,,,,,,,,,,
1334,,,,,,,,,,,,,,,,,,ALUNO-1335,2020,,,,,,,,,,,,,,,,,,,,,,,
1335,Escola Pública,14,0,Não,5.584721333333334,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.33334,4,7.5,3.6666666666666665,8.125,5.777770000000001,5,ALUNO-1336,2020,3,R,,,,,,,,,,,,,,,,,,,,,
1336,,,,,,,,,,,,,,,,,,ALUNO-1337,2020,,,,,,,,,,,,,,,,,,,,,,,
1337,Escola Pública,10,1,Sim,8.332502999999999,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500020000000001,8.1,7.5,9.5,8.125,9.000005,5,ALUNO-1338,2020,1,D,,,,,,,,,,,,,,,,,,,,,
1338,Escola Pública,14,1,Não,7.922223333333333,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,10.000020000000001,10,7.5,7.666666666666667,7.5,6.944439999999999,5,ALUNO-1339,2020,3,E,,,,,,,,,,,,,,,,,,,,,
1339,,,,,,,,,,,,,,,,,,ALUNO-1340,2020,,,,,,,,,,,,,,,,,,,,,,,
1340,Rede Decisão/União,17,1,Sim,8.430002833333335,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.75001,8.9,6.875,7.166666666666667,8.125,9.2083425,10,ALUNO-1341,2020,7,B,,,,,,,,,,,,,,,,,,,,,
1341,,,,,,,,,,,,,,,,,,ALUNO-1342,2020,,,,,,,,,,,,,,,,,,,,,,,
1342,Escola Pública,11,2,Não,5.841667000000001,D,Quartzo,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.000020000000001,8,5,0,6.25,6.583325,10,ALUNO-1343,2020,2,M,,,,,,,,,,,,,,,,,,,,,
1343,Escola Pública,14,2,Não,6.449445333333334,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.000020000000001,7.4,5.625,6,6.458333333333334,7.555549999999998,2.5,ALUNO-1344,2020,1,R,,,,,,,,,,,,,,,,,,,,,
1344,,,,,,,,,,,,,,,,,,ALUNO-1345,2020,,,,,,,,,,,,,,,,,,,,,,,
1345,,,,,,,,,,,,,,,,,,ALUNO-1346,2020,,,,,,,,,,,,,,,,,,,,,,,
1346,Escola Pública,17,1,Não,7.158543333333334,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.16668,8.1,6.875,4.666666666666667,7.34375,6.333335,10,ALUNO-1347,2020,7,B,,,,,,,,,,,,,,,,,,,,,
1347,Escola Pública,13,2,Sim,7.842224333333333,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.91667,7.1,6.875,6.333333333333333,8.541666666666666,9.11112,10,ALUNO-1348,2020,3,R,,,,,,,,,,,,,,,,,,,,,
1348,,,,,,,,,,,,,,,,,,ALUNO-1349,2020,,,,,,,,,,,,,,,,,,,,,,,
1349,Rede Decisão,,,Não,7.319,,Ametista,,,,7.5,6.3,6.9,8.8,7.7,8.1,5.0,ALUNO-1,2021,2.0,G,Não avaliado,,,,,Promovido de Fase,,,Nível 3 (7o e 8o ano),,Promovido de Fase,Mantido na Fase atual,,,-1.0,Ingressante,,,,,
1350,,,,,,,,,,,,,,,,,,ALUNO-2,2021,,,,,,,,,,,,,,,,,,,,,,,
1351,Escola Pública,,,Não,7.021,,Ametista,,,,7.1,6.9,6.3,5.6,7.3,7.2,10.0,ALUNO-3,2021,3.0,F,Não avaliado,,,,,Promovido de Fase,,,Nível 3 (7o e 8o ano),,Promovido de Fase,Mantido na Fase atual,,,0.0,Veterano,,,,,
1352,,,,,,,,,,,,,,,,,,ALUNO-4,2021,,,,,,,,,,,,,,,,,,,,,,,
1353,Escola Pública,,,Não,7.399,,Ametista,,,,7.4,7.5,7.5,5.4,8.5,7.4,10.0,ALUNO-5,2021,2.0,L,Não avaliado,,,,,Mantido na Fase atual,,,Nível 2 (5o e 6o ano),,Promovido de Fase,Mantido na Fase atual,,,0.0,Veterano,,,,,
1354,,,,,,,,,,,,,,,,,,ALUNO-6,2021,,,,,,,,,,,,,,,,,,,,,,,
1355,,,,,,,,,,,,,,,,,,ALUNO-7,2021,,,,,,,,,,,,,,,,,,,,,,,
1356,Rede Decisão,,,Não,8.269,,Topázio,,,,8.8,8.6,7.5,7.1,8.0,8.5,10.0,ALUNO-8,2021,5.0,L,Mantido na Fase atual,,,,,Promovido de Fase,,,Nível 5 (1o EM),,Promovido de Fase + Bolsa,Promovido de Fase,,,0.0,Veterano,,,,,
1357,,,,,,,,,,,,,,,,,,ALUNO-9,2021,,,,,,,,,,,,,,,,,,,,,,,
1358,,,,,,,,,,,,,,,,,,ALUNO-10,2021,,,,,,,,,,,,,,,,,,,,,,,
1359,Rede Decisão,,,Sim,8.990,,Topázio,,,,9.0,10.0,6.3,8.8,7.7,9.7,10.0,ALUNO-11,2021,1.0,A,Não avaliado,,,,,Mantido na Fase atual,,,Nível 1 (4o ano),,Promovido de Fase,Mantido na Fase atual,,,0.0,Veterano,,,,,
1360,,,,,,,,,,,,,,,,,,ALUNO-12,2021,,,,,,,,,,,,,,,,,,,,,,,
1361,Escola Pública,,,Não,3.413,,Quartzo,,,,8.0,0.0,7.5,0.8,0.0,6.0,5.0,ALUNO-13,2021,0.0,T,Não avaliado,,,,,Não avaliado,,,Nível 1 (4o ano),,Não avaliado,Não avaliado,,,-1.0,Ingressante,,,,,
1362,,,,,,,,,,,,,,,,,,ALUNO-14,2021,,,,,,,,,,,,,,,,,,,,,,,
1363,,,,,,,,,,,,,,,,,,ALUNO-15,2021,,,,,,,,,,,,,,,,,,,,,,,
1364,,,,,,,,,,,,,,,,,,ALUNO-16,2021,,,,,,,,,,,,,,,,,,,,,,,
1365,Escola Pública,,,Não,6.140,,Ágata,,,,9.5,4.2,7.5,2.6,8.4,8.8,5.0,ALUNO-17,2021,1.0,G,Não avaliado,,,,,Mantido na Fase atual,,,Nível 3 (7o e 8o ano),,Não avaliado,Mantido na Fase + Bolsa,,,-2.0,Veterano,,,,,
1366,Escola Pública,,,Não,5.666,,Ágata,,,,10.0,3.3,6.3,5.3,7.7,5.2,5.0,ALUNO-18,2021,4.0,F,Mantido na Fase atual,,,,,Promovido de Fase + Bolsa,,,Nível 5 (1o EM),,Mantido na Fase atual,Mantido na Fase atual,,,-1.0,Veterano,,,,,
1367,Escola Pública,,,Não,6.751,,Ágata,,,,9.0,6.3,7.5,4.6,7.7,8.3,5.0,ALUNO-19,2021,2.0,C,Não avaliado,,,,,Mantido na Fase atual,,,Nível 3 (7o e 8o ano),,Mantido na Fase atual,Mantido na Fase atual,,,-1.0,Ingressante,,,,,
1368,,,,,,,,,,,,,,,,,,ALUNO-20,2021,,,,,,,,,,,,,,,,,,,,,,,
1369,,,,,,,,,,,,,,,,,,ALUNO-21,2021,,,,,,,,,,,,,,,,,,,,,,,
1370,,,,,,,,,,,,,,,,,,ALUNO-22,2021,,,,,,,,,,,,,,,,,,,,,,,
1371,,,,,,,,,,,,,,,,,,ALUNO-23,2021,,,,,,,,,,,,,,,,,,,,,,,
1372,,,,,,,,,,,,,,,,,,ALUNO-24,2021,,,,,,,,,,,,,,,,,,,,,,,
1373,,,,,,,,,,,,,,,,,,ALUNO-25,2021,,,,,,,,,,,,,,,,,,,,,,,
1374,,,,,,,,,,,,,,,,,,ALUNO-26,2021,,,,,,,,,,,,,,,,,,,,,,,
1375,,,,,,,,,,,,,,,,,,ALUNO-27,2021,,,,,,,,,,,,,,,,,,,,,,,
1376,Rede Decisão,,,Sim,9.079,,Topázio,,,,8.3,9.2,7.5,8.8,9.4,9.9,10.0,ALUNO-28,2021,4.0,G,Promovido de Fase,,,,,Promovido de Fase + Bolsa,,,Nível 4 (9o ano),,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,,,0.0,Ingressante,,,,,
1377,Escola Pública,,,Não,6.342,,Ágata,,,,9.6,5.3,7.5,3.8,7.5,7.9,5.0,ALUNO-29,2021,3.0,D,Não avaliado,,,,,Promovido de Fase,,,Nível 5 (1o EM),,Promovido de Fase,Mantido na Fase atual,,,-2.0,Ingressante,,,,,
1378,,,,,,,,,,,,,,,,,,ALUNO-30,2021,,,,,,,,,,,,,,,,,,,,,,,
1379,,,,,,,,,,,,,,,,,,ALUNO-31,2021,,,,,,,,,,,,,,,,,,,,,,,
1380,,,,,,,,,,,,,,,,,,ALUNO-32,2021,,,,,,,,,,,,,,,,,,,,,,,
1381,,,,,,,,,,,,,,,,,,ALUNO-33,2021,,,,,,,,,,,,,,,,,,,,,,,
1382,Escola Pública,,,Não,6.129,,Ágata,,,,6.9,2.9,7.5,5.5,7.7,8.7,5.0,ALUNO-34,2021,2.0,C,Não avaliado,,,,,Mantido na Fase atual,,,Nível 3 (7o e 8o ano),,Promovido de Fase,Mantido na Fase atual,,,-1.0,Veterano,,,,,
1383,Escola Pública,,,Sim,8.416,,Topázio,,,,9.2,9.4,7.5,8.2,8.4,9.4,5.0,ALUNO-35,2021,7.0,A,Promovido de Fase + Bolsa,,,,,Promovido de Fase + Bolsa,,,Nível 8 (Universitários),,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,,,-1.0,Veterano,,,,,
1384,Escola Pública,,,Não,6.246,,Ágata,,,,8.3,6.4,3.8,4.7,7.3,7.9,5.0,ALUNO-36,2021,3.0,C,Não avaliado,,,,,Promovido de Fase,,,Nível 5 (1o EM),,Promovido de Fase,Mantido na Fase atual,,,-2.0,Veterano,,,,,
1385,Escola Pública,,,Não,6.154,,Ágata,,,,0.0,5.4,6.9,6.5,7.5,6.7,10.0,ALUNO-37,2021,2.0,N,Não avaliado,,,,,Mantido na Fase atual,,,Nível 2 (5o e 6o ano),,Mantido na Fase atual,Mantido na Fase atual,,,0.0,Veterano,,,,,
1386,Escola Pública,,,Não,6.847,,Ágata,,,,3.8,6.9,7.5,5.1,7.5,7.8,10.0,ALUNO-38,2021,3.0,L,Não avaliado,,,,,Promovido de Fase,,,Nível 3 (7o e 8o ano),,Mantido na Fase atual,Mantido na Fase atual,,,0.0,Ingressante,,,,,
1387,,,,,,,,,,,,,,,,,,ALUNO-39,2021,,,,,,,,,,,,,,,,,,,,,,,
1388,Escola Pública,,,Não,7.334,,Ametista,,,,9.2,7.8,7.5,6.0,8.3,8.0,5.0,ALUNO-40,2021,5.0,B,Mantido na Fase atual,,,,,Mantido na Fase atual,,,Nível 6 (2o EM),,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,,,-1.0,Ingressante,,,,,
1389,Escola Pública,,,Não,6.100,,Ágata,,,,0.0,5.0,7.5,6.8,7.5,8.8,5.0,ALUNO-41,2021,2.0,C,Não avaliado,,,,,Promovido de Fase,,,Nível 3 (7o e 8o ano),,Promovido de Fase,Promovido de Fase,,,-1.0,Veterano,,,,,
1390,Escola Pública,,,Não,6.802,,Ágata,,,,10.0,6.7,7.5,4.0,7.2,6.0,10.0,ALUNO-42,2021,0.0,J,Não avaliado,,,,,Mantido na Fase atual,,,ALFA  (2o e 3o ano),,Mantido na Fase atual,Não avaliado,,,0.0,Ingressante,,,,,
1391,,,,,,,,,,,,,,,,,,ALUNO-43,2021,,,,,,,,,,,,,,,,,,,,,,,
1392,,,,,,,,,,,,,,,,,,ALUNO-44,2021,,,,,,,,,,,,,,,,,,,,,,,
1393,,,,,,,,,,,,,,,,,,ALUNO-45,2021,,,,,,,,,,,,,,,,,,,,,,,
1394,Escola Pública,,,Não,8.471,,Topázio,,,,8.5,10.0,7.5,6.9,8.1,8.4,10.0,ALUNO-46,2021,0.0,P,Não avaliado,,,,,Mantido na Fase atual,,,ALFA  (2o e 3o ano),,Promovido de Fase,Não avaliado,,,0.0,Veterano,,,,,
1395,Escola Pública,,,Não,6.056,,Ágata,,,,8.5,6.3,7.5,4.0,7.5,5.8,5.0,ALUNO-47,2021,1.0,A,Não avaliado,,,,,Mantido na Fase atual,,,Nível 2 (5o e 6o ano),,Mantido na Fase atual,Mantido na Fase atual,,,-1.0,Ingressante,,,,,
1396,,,,,,,,,,,,,,,,,,ALUNO-48,2021,,,,,,,,,,,,,,,,,,,,,,,
1397,,,,,,,,,,,,,,,,,,ALUNO-49,2021,,,,,,,,,,,,,,,,,,,,,,,
1398,,,,,,,,,,,,,,,,,,ALUNO-50,2021,,,,,,,,,,,,,,,,,,,,,,,
1399,Escola Pública,,,Não,8.051,,Ametista,,,,9.0,9.2,7.5,5.4,7.7,8.6,10.0,ALUNO-51,2021,1.0,F,Não avaliado,,,,,Mantido na Fase atual,,,Nível 1 (4o ano),,Promovido de Fase,Mantido na Fase atual,,,0.0,Ingressante,,,,,
1400,,,,,,,,,,,,,,,,,,ALUNO-52,2021,,,,,,,,,,,,,,,,,,,,,,,
1401,,,,,,,,,,,,,,,,,,ALUNO-53,2021,,,,,,,,,,,,,,,,,,,,,,,
1402,Escola Pública,,,Não,6.388,,Ágata,,,,7.5,5.8,7.5,4.1,7.3,5.8,10.0,ALUNO-54,2021,3.0,B,Não avaliado,,,,,Promovido de Fase,,,Nível 3 (7o e 8o ano),,Mantido na Fase atual,Mantido na Fase atual,,,0.0,Ingressante,,,,,
1403,Rede Decisão,,,Sim,8.219,,Ametista,,,,9.6,8.9,8.1,7.6,8.1,9.2,5.0,ALUNO-55,2021,7.0,A,Promovido de Fase + Bolsa,,,,,Promovido de Fase + Bolsa,,,Nível 8 (Universitários),,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,,,-1.0,Veterano,,,,,
1404,Escola Pública,,,Não,6.777,,Ágata,,,,8.8,7.5,5.6,5.5,7.8,7.2,5.0,ALUNO-56,2021,6.0,A,Promovido de Fase,,,,,Promovido de Fase,,,Nível 7 (3o EM),,Promovido de Fase,Promovido de Fase + Bolsa,,,-1.0,Ingressante,,,,,
1405,Rede Decisão,,,Não,7.213,,Ametista,,,,8.3,6.9,6.3,6.0,7.7,7.0,10.0,ALUNO-57,2021,7.0,A,Promovido de Fase,,,,,Promovido de Fase + Bolsa,,,Nível 7 (3o EM),,Mantido na Fase atual,Promovido de Fase + Bolsa,,,0.0,Veterano,,,,,
1406,,,,,,,,,,,,,,,,,,ALUNO-58,2021,,,,,,,,,,,,,,,,,,,,,,,
1407,,,,,,,,,,,,,,,,,,ALUNO-59,2021,,,,,,,,,,,,,,,,,,,,,,,
1408,Rede Decisão,,,Não,6.956,,Ametista,,,,7.9,7.5,6.9,6.1,7.2,7.7,5.0,ALUNO-60,2021,6.0,C,Promovido de Fase,,,,,Promovido de Fase,,,Nível 8 (Universitários),,Mantido na Fase atual,Promovido de Fase + Bolsa,,,-2.0,Veterano,,,,,
1409,Escola Pública,,,Não,3.017,,Quartzo,,,,0.0,1.3,5.6,0.0,6.9,5.1,5.0,ALUNO-61,2021,1.0,M,Não avaliado,,,,,Não avaliado,,,Nível 2 (5o e 6o ano),,Mantido na Fase atual,Mantido na Fase atual,,,-1.0,Veterano,,,,,
1410,Escola Pública,,,Não,5.704,,Ágata,,,,8.5,4.6,7.5,3.1,8.1,6.2,5.0,ALUNO-62,2021,2.0,L,Não avaliado,,,,,Mantido na Fase atual,,,Nível 3 (7o e 8o ano),,Mantido na Fase atual,Não avaliado,,,-1.0,Veterano,,,,,
1411,,,,,,,,,,,,,,,,,,ALUNO-63,2021,,,,,,,,,,,,,,,,,,,,,,,
1412,,,,,,,,,,,,,,,,,,ALUNO-64,2021,,,,,,,,,,,,,,,,,,,,,,,
1413,Escola Pública,,,Sim,8.438,,Topázio,,,,10.0,10.0,7.5,6.9,8.1,10.0,5.0,ALUNO-65,2021,0.0,R,Não avaliado,,,,,Promovido de Fase + Bolsa,,,Nível 1 (4o ano),,Promovido de Fase + Bolsa,Não avaliado,,,-1.0,Ingressante,,,,,
1414,Escola Pública,,,Não,6.875,,Ágata,,,,8.0,6.3,7.5,5.9,8.5,7.7,5.0,ALUNO-66,2021,2.0,E,Não avaliado,,,,,Mantido na Fase atual,,,Nível 3 (7o e 8o ano),,Promovido de Fase,Promovido de Fase,,,-1.0,Ingressante,,,,,
1415,Escola Pública,,,Não,4.939,,Quartzo,,,,7.4,3.3,7.5,1.1,8.3,6.1,5.0,ALUNO-67,2021,1.0,J,Não avaliado,,,,,Mantido na Fase atual,,,Nível 2 (5o e 6o ano),,Promovido de Fase,Mantido na Fase atual,,,-1.0,Ingressante,,,,,
1416,,,,,,,,,,,,,,,,,,ALUNO-68,2021,,,,,,,,,,,,,,,,,,,,,,,
1417,,,,,,,,,,,,,,,,,,ALUNO-69,2021,,,,,,,,,,,,,,,,,,,,,,,
1418,,,,,,,,,,,,,,,,,,ALUNO-70,2021,,,,,,,,,,,,,,,,,,,,,,,
1419,Escola Pública,,,#NULO!,#NULO!,,#NULO!,,,,7.4,0.0,5.0,3.6,0.0,0.0,5.0,ALUNO-71,2021,0.0,J,Não avaliado,,,,,Não avaliado,,,Nível 2 (5o e 6o ano),,Não avaliado,Não avaliado,,,-2.0,Veterano,,,,,
1420,,,,,,,,,,,,,,,,,,ALUNO-72,2021,,,,,,,,,,,,,,,,,,,,,,,
1421,,,,,,,,,,,,,,,,,,ALUNO-73,2021,,,,,,,,,,,,,,,,,,,,,,,
1422,,,,,,,,,,,,,,,,,,ALUNO-74,2021,,,,,,,,,,,,,,,,,,,,,,,
1423,Rede Decisão,,,Sim,9.108,,Topázio,,,,10.0,9.2,7.5,8.5,8.8,9.7,10.0,ALUNO-75,2021,4.0,L,Promovido de Fase,,,,,Promovido de Fase + Bolsa,,,Nível 3 (7o e 8o ano),,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,,,1.0,Veterano,,,,,
1424,Escola Pública,,,Sim,8.869,,Topázio,,,,10.0,10.0,7.5,7.6,7.5,9.2,10.0,ALUNO-76,2021,1.0,B,Não avaliado,,,,,Mantido na Fase atual,,,ALFA  (2o e 3o ano),,Promovido de Fase,Mantido na Fase atual,,,1.0,Veterano,,,,,
1425,Escola Pública,,,Não,7.854,,Ametista,,,,9.5,10.0,7.5,6.4,7.5,8.1,5.0,ALUNO-77,2021,0.0,J,Não avaliado,,,,,Mantido na Fase atual,,,Nível 1 (4o ano),,Mantido na Fase atual,Não avaliado,,,-1.0,Ingressante,,,,,
1426,Escola Pública,,,Não,6.339,,Ágata,,,,8.9,9.2,7.5,2.6,7.3,5.6,5.0,ALUNO-78,2021,1.0,B,Não avaliado,,,,,Mantido na Fase atual,,,Nível 2 (5o e 6o ano),,Promovido de Fase,Mantido na Fase atual,,,-1.0,Ingressante,,,,,
1427,,,,,,,,,,,,,,,,,,ALUNO-79,2021,,,,,,,,,,,,,,,,,,,,,,,
1428,,,,,,,,,,,,,,,,,,ALUNO-80,2021,,,,,,,,,,,,,,,,,,,,,,,
1429,Rede Decisão,,,Não,6.188,,Ágata,,,,6.3,5.8,2.5,6.5,8.1,7.7,5.0,ALUNO-81,2021,5.0,L,Mantido na Fase atual,,,,,Promovido de Fase,,,Nível 6 (2o EM),,Promovido de Fase + Bolsa,Promovido de Fase,,,-1.0,Veterano,,,,,
1430,,,,,,,,,,,,,,,,,,ALUNO-82,2021,,,,,,,,,,,,,,,,,,,,,,,
1431,Rede Decisão,,,Não,5.987,,Ágata,,,,6.7,6.4,3.8,3.0,7.3,6.7,10.0,ALUNO-83,2021,5.0,B,Mantido na Fase atual,,,,,Mantido na Fase atual,,,Nível 5 (1o EM),,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,,,0.0,Veterano,,,,,
1432,Escola Pública,,,Não,7.867,,Ametista,,,,3.5,10.0,7.5,6.8,7.5,8.3,10.0,ALUNO-84,2021,1.0,A,Não avaliado,,,,,Mantido na Fase atual,,,Nível 1 (4o ano),,Promovido de Fase,Mantido na Fase atual,,,0.0,Ingressante,,,,,
1433,Escola Pública,,,Não,6.652,,Ágata,,,,9.5,6.7,6.3,6.9,4.7,7.0,5.0,ALUNO-85,2021,0.0,P,Não avaliado,,,,,Mantido na Fase atual,,,Nível 2 (5o e 6o ano),,Promovido de Fase,Não avaliado,,,-2.0,Veterano,,,,,
1434,,,,,,,,,,,,,,,,,,ALUNO-86,2021,,,,,,,,,,,,,,,,,,,,,,,
1435,Rede Decisão,,,Não,8.004,,Ametista,,,,7.9,7.8,7.5,7.8,8.1,7.7,10.0,ALUNO-87,2021,5.0,L,Mantido na Fase atual,,,,,Promovido de Fase,,,Nível 5 (1o EM),,Promovido de Fase + Bolsa,Promovido de Fase,,,0.0,Veterano,,,,,
1436,Rede Decisão,,,Sim,8.096,,Ametista,,,,9.5,9.6,6.3,7.4,8.1,9.1,5.0,ALUNO-88,2021,2.0,D,Não avaliado,,,,,Mantido na Fase atual,,,Nível 3 (7o e 8o ano),,Promovido de Fase,Promovido de Fase,,,-1.0,Veterano,,,,,
1437,,,,,,,,,,,,,,,,,,ALUNO-89,2021,,,,,,,,,,,,,,,,,,,,,,,
1438,Escola Pública,,,Não,5.994,,Ágata,,,,7.1,5.0,7.5,4.6,7.2,7.0,5.0,ALUNO-90,2021,4.0,L,Promovido de Fase,,,,,Mantido na Fase atual,,,Nível 5 (1o EM),,Promovido de Fase,Promovido de Fase,,,-1.0,Veterano,,,,,
1439,Escola Pública,,,Não,4.200,,Quartzo,,,,9.5,0.0,7.5,2.2,5.6,2.5,10.0,ALUNO-91,2021,2.0,H,Não avaliado,,,,,Não avaliado,,,Nível 2 (5o e 6o ano),,Mantido na Fase atual,Não avaliado,,,0.0,Veterano,,,,,
1440,,,,,,,,,,,,,,,,,,ALUNO-92,2021,,,,,,,,,,,,,,,,,,,,,,,
1441,Escola Pública,,,Não,6.248,,Ágata,,,,8.0,4.2,7.5,5.1,6.6,5.9,10.0,ALUNO-93,2021,0.0,L,Não avaliado,,,,,Mantido na Fase atual,,,ALFA  (2o e 3o ano),,Mantido na Fase atual,Não avaliado,,,0.0,Ingressante,,,,,
1442,Escola Pública,,,Não,5.923,,Ágata,,,,7.5,3.6,7.5,4.6,7.3,5.2,10.0,ALUNO-94,2021,4.0,F,Promovido de Fase,,,,,Mantido na Fase atual,,,Nível 3 (7o e 8o ano),,Mantido na Fase atual,Promovido de Fase,,,1.0,Ingressante,,,,,
1443,Escola Pública,,,Não,4.957,,Quartzo,,,,8.3,5.6,7.5,1.3,6.9,4.1,5.0,ALUNO-95,2021,4.0,F,Não avaliado,,,,,Mantido na Fase atual,,,Nível 6 (2o EM),,Promovido de Fase,Promovido de Fase,,,-2.0,Veterano,,,,,
1444,,,,,,,,,,,,,,,,,,ALUNO-96,2021,,,,,,,,,,,,,,,,,,,,,,,
1445,Escola Pública,,,Não,6.317,,Ágata,,,,8.0,5.8,7.5,5.8,7.5,6.0,5.0,ALUNO-97,2021,2.0,D,Não avaliado,,,,,Mantido na Fase atual,,,Nível 3 (7o e 8o ano),,Promovido de Fase,Promovido de Fase,,,-1.0,Veterano,,,,,
1446,Escola Pública,,,Não,6.953,,Ametista,,,,9.2,6.4,7.5,6.3,7.5,7.5,5.0,ALUNO-98,2021,3.0,D,Não avaliado,,,,,Mantido na Fase atual,,,Nível 4 (9o ano),,Promovido de Fase,Mantido na Fase atual,,,-1.0,Ingressante,,,,,
1447,,,,,,,,,,,,,,,,,,ALUNO-99,2021,,,,,,,,,,,,,,,,,,,,,,,
